title_id,title_name,description,title_page_url
1260067977,Star Pravah Ganeshotsav 2023- Aarti Gharagharatali,Stalwarts of Pravah Parivaar come together to celebrate the auspicious occasion of Ganesh Chaturthi. Do not miss the enchanting performances.,https://www.hotstar.com/in/shows/star-pravah-ganeshotsav/1260067977
1260015288,Star Wars: The Clone Wars,"The Grand Army of the Republic, led by Yoda, Mace Windu, Obi-Wan Kenobi, Anakin Skywalker and other Jedi Knights, fights the New Droid Army of the Separatists.",https://www.hotstar.com/in/shows/star-wars-the-clone-wars/1260015288
11773,Pardes Mein Hai Mera Dil,"Naina and Raghav, abandoned by their loved ones are expats in a foreign country. Discover how they become each other's strength.",https://www.hotstar.com/in/shows/pardes/11773
1260124398,Katheyondu Shuruvagide,"Destiny gets a family-centric Kriti and Yuvraj, a perfectionist, entangled in a relationship. Thus, begins a new chapter of love in their lives.",https://www.hotstar.com/in/shows/katheyondu-shuruvagide/1260124398
2960,Priti Pari Tujvari,"Priti and Pari are twins, who don't have much in common, except that they fall for the same man, Sahil! But who is he in love with?",https://www.hotstar.com/in/shows/priti-pari-tujvari/2960
1260007971,Aloukik Na Loukik,"Five friends set out to unmask the villainy of con-men, who exploit the innocent and the vulnerable in the name of faith and superstitions.",https://www.hotstar.com/in/shows/aloukik-na-loukik/1260007971
1260004687,Pournamithinkal,"After her father's death, Pournami is welcomed into Rajalakshmi's home despite opposition from the latter's family. What is the bond that ties these two women?",https://www.hotstar.com/in/shows/pournamithinkal/1260004687
8873,Kumkum - Ek Pyara Sa Bandhan,"Sumit impulsively marries his elder brother's widow, Kumkum. Slowly, they realise their feelings for each other and build a happy family together.",https://www.hotstar.com/in/shows/kumkum/8873
1260089612,Ismart Jodi,"10 celebrity couples. 1 trophy. Hosted by superstar Jeet, join in as real-life partners battle it out against each other in this fun game show.",https://www.hotstar.com/in/shows/ismart-jodi/1260089612
3652,Ebar Jalsha Rannaghare,"This festive season, celebrate the taste and culinary heritage of Bengal with a unique cookery show, hosted by your favourite Jojo.",https://www.hotstar.com/in/shows/ebar-jalsha-rannaghare/3652
15934,Kasthooriman,"Instead of doubling their joy, birth of their twins made Kavya and Jeeva part ways. Will the little angels be able to reunite the once-happy couple ever again?",https://www.hotstar.com/in/shows/kasthooriman/15934
13876,Baahubali 2 Aarambam,Get your popcorn! The cast of Baahubali: The Conclusion add to all the fun and excitement at this pre-release event of the Prabhas film.,https://www.hotstar.com/in/shows/baahubali-2-aarambam/13876
1260074816,Welcome to Earth,Will Smith goes on an extraordinary adventure around the world to explore Earth’s greatest wonders and reveal its most hidden secrets.,https://www.hotstar.com/in/shows/welcome-to-earth/1260074816
1260055826,Intiki Deepam Illalu,"Being an adopted child, Krishnapriya has always longed for love. Will she find that in her arrogant husband and strict mother-in-law?",https://www.hotstar.com/in/shows/intiki-deepam-illalu/1260055826
16254,Ye Re Ye Re 19,Celebrate the year gone by and welcome 2019 with your favourite characters from Star Pravah in an event that's high on entertainment and energy!,https://www.hotstar.com/in/shows/ye-re-ye-re-19/16254
1260042235,SPB Tributes,A special tribute to the singing sensation S. P. Balasubrahmanyam. Relish the evergreen melodies of this legendary singer.,https://www.hotstar.com/in/shows/spb-tributes/1260042235
18157,Ayushman Bhava,"A dubbed version of Ayushaman Bhava, it is a story of a boy, who seeks justice for the crimes committed against him in his past life.",https://www.hotstar.com/in/shows/ayushman-bhava/18157
12909,Vanambadi,"Anumol's passion for music knows no bounds and she finally meets her estranged father, the renowned singer Mohan Kumar. Will Mohan ever realise the truth?",https://www.hotstar.com/in/shows/vanambadi/12909
